country,tag,count
CAN,f#,273
CAN,flash,2773
CAN,flex,1712
CAN,fortran,228
CAN,go,963
CAN,grails,1168
CAN,groovy,1097
CAN,gruntjs,430
CAN,haskell,983
CAN,html,34886
CAN,ios,16916
CAN,iphone,12103
CAN,java,51079
CAN,javascript,68835
CAN,jquery,44045
CAN,json,7404
CAN,julia-lang,194
CAN,jython,71
CAN,latex,381
CAN,lisp,389
CAN,lua,889
CAN,magento,670
CAN,mapreduce,153
CAN,matlab,4001
CAN,mongodb,2422
CAN,mono,695
CAN,ms-access,4198
CAN,mysql,25770
CAN,node.js,6975
CAN,nosql,279
CAN,objective-c,12209
CAN,opencv,1075
CAN,opengl,1374
CAN,pascal,56
CAN,perl,3388
CAN,php,60583
CAN,postgresql,3114
CAN,postscript,49
CAN,powershell,3075
CAN,python,33210
CAN,qt,2430
CAN,r,8587
CAN,redis,401
CAN,ruby,16488
CAN,ruby-on-rails,18588
CAN,rust,139
CAN,sass,472
CAN,scala,1816
CAN,scheme,346
CAN,silverlight,1721
CAN,smalltalk,121
CAN,sql,20487
CAN,sql-server,9422
CAN,sqlite,2050
CAN,svg,1051
CAN,swift,3819
CAN,tcl,602
CAN,tsql,2749
CAN,typescript,859
CAN,vb.net,6657
CAN,vb6,713
CAN,vba,5383
CAN,vbscript,612
CAN,winapi,1770
CAN,wolfram-mathematica,80
CAN,wpf,5466
CAN,xaml,1457
CAN,xml,7679
CAN,xna,596
CAN,xpath,764
CAN,xslt,798
CHE,actionscript-3,159
CHE,android,5378
CHE,angularjs,2065
CHE,apache-spark,198
CHE,asp.net,4233
CHE,assembly,246
CHE,awk,207
CHE,bash,1321
CHE,blackberry,26
CHE,c,5449
CHE,c#,19742
CHE,c++,10932
CHE,cassandra,137
CHE,clojure,97
CHE,cobol,7
CHE,cocoa,921
CHE,coffeescript,82
CHE,common-lisp,10
CHE,crystal-reports,53
CHE,css,4502
CHE,cuda,122
CHE,cython,51
CHE,d,21
CHE,d3.js,272
CHE,dart,66
CHE,delphi,751
CHE,django,1085
CHE,elisp,54
CHE,erlang,84
CHE,f#,523
CHE,flash,180
CHE,flex,121
CHE,fortran,35
CHE,go,442
CHE,grails,286
CHE,groovy,314
CHE,gruntjs,80
CHE,haskell,186
CHE,html,6622
CHE,ios,5293
CHE,iphone,2851
CHE,java,24584
CHE,javascript,14230
CHE,jquery,8069
CHE,json,1956
CHE,julia-lang,14
CHE,jython,28
CHE,latex,159
CHE,lisp,32
CHE,lua,168
CHE,magento,169
CHE,mapreduce,89
CHE,matlab,2535
CHE,mongodb,586
CHE,mono,122
CHE,ms-access,535
CHE,mysql,4931
CHE,node.js,1126
CHE,nosql,86
CHE,objective-c,3861
CHE,opencv,467
CHE,opengl,335
CHE,pascal,25
CHE,perl,638
CHE,php,12629
CHE,postgresql,779
CHE,postscript,9
CHE,powershell,474
CHE,python,9211
CHE,qt,1085
CHE,r,2291
CHE,redis,68
CHE,ruby,1782
CHE,ruby-on-rails,2791
CHE,rust,40
CHE,sass,87
CHE,scala,3204
CHE,scheme,18
CHE,silverlight,533
CHE,smalltalk,326
CHE,sql,8367
CHE,sql-server,5446
CHE,sqlite,569
CHE,svg,240
CHE,swift,2342
CHE,tcl,22
CHE,tsql,1369
CHE,typescript,178
CHE,vb.net,1488
CHE,vb6,71
CHE,vba,862
CHE,vbscript,112
CHE,winapi,357
CHE,wolfram-mathematica,54
CHE,wpf,1532
CHE,xaml,491
CHE,xml,3173
CHE,xna,85
CHE,xpath,632
CHE,xslt,897
CHL,actionscript-3,70
CHL,android,956
CHL,angularjs,376
CHL,apache-spark,3
CHL,asp.net,370
CHL,assembly,38
CHL,awk,27
CHL,bash,155
CHL,blackberry,5
CHL,c,460
CHL,c#,1282
CHL,c++,563
CHL,cassandra,4
CHL,clojure,72
CHL,cocoa,23
CHL,coffeescript,19
CHL,common-lisp,2
CHL,crystal-reports,11
CHL,css,781
CHL,cuda,17
CHL,cython,8
CHL,d,1
CHL,d3.js,141
CHL,delphi,1263
CHL,django,468
CHL,elisp,5
CHL,erlang,3
CHL,f#,3
CHL,flash,62
CHL,flex,11
CHL,fortran,3
CHL,go,14
CHL,grails,87
CHL,groovy,16
CHL,gruntjs,11
CHL,haskell,8
CHL,html,1105
CHL,ios,618
CHL,iphone,256
CHL,java,1113
CHL,javascript,2258
CHL,jquery,1508
CHL,json,339
CHL,julia-lang,7
CHL,jython,4
CHL,latex,21
CHL,lisp,7
CHL,lua,23
CHL,magento,12
CHL,mapreduce,3
CHL,matlab,63
CHL,mongodb,141
CHL,mono,5
CHL,ms-access,29
CHL,mysql,897
CHL,node.js,240
CHL,nosql,15
CHL,objective-c,360
CHL,opencv,19
CHL,opengl,22
CHL,pascal,30
CHL,perl,92
CHL,php,2118
CHL,postgresql,168
CHL,powershell,37
CHL,python,1685
CHL,qt,38
CHL,r,125
CHL,redis,8
CHL,ruby,1001
CHL,ruby-on-rails,1491
CHL,rust,5
CHL,sass,19
CHL,scala,34
CHL,scheme,9
CHL,silverlight,19
CHL,smalltalk,5
CHL,sql,1531
CHL,sql-server,997
CHL,sqlite,73
CHL,svg,66
CHL,swift,147
CHL,tcl,2
CHL,tsql,359
CHL,typescript,13
CHL,vb.net,117
CHL,vb6,11
CHL,vba,32
CHL,vbscript,26
CHL,winapi,134
CHL,wolfram-mathematica,4
CHL,wpf,88
CHL,xaml,15
CHL,xml,246
CHL,xna,8
CHL,xpath,49
CHL,xslt,79
CMR,android,59
CMR,angularjs,37
CMR,apache-spark,1
CMR,asp.net,3
CMR,assembly,1
CMR,bash,7
CMR,blackberry,1
CMR,c,28
CMR,c#,24
CMR,c++,52
CMR,crystal-reports,2
CMR,css,62
CMR,d3.js,4
CMR,django,30
CMR,flex,1
CMR,grails,1
CMR,gruntjs,1
CMR,haskell,34
CMR,html,94
CMR,ios,1
CMR,iphone,2
CMR,java,164
CMR,javascript,144
CMR,jquery,89
CMR,json,6
CMR,magento,2
CMR,matlab,2
CMR,mongodb,10
CMR,ms-access,1
CMR,mysql,78
CMR,node.js,15
CMR,opencv,3
CMR,perl,1
CMR,php,180
CMR,postgresql,20
CMR,python,35
CMR,qt,9
CMR,r,13
CMR,ruby,2
CMR,ruby-on-rails,3
CMR,scala,1
CMR,sql,30
CMR,sql-server,2
CMR,sqlite,1
CMR,tsql,1
CMR,vb.net,4
CMR,vba,4
CMR,xml,8
CHN,actionscript-3,850
CHN,android,11409
CHN,angularjs,1383
CHN,apache-spark,357
CHN,asp.net,1454
CHN,assembly,249
CHN,awk,364
CHN,bash,1595
CHN,blackberry,14
CHN,c,5643
CHN,c#,6688
CHN,c++,8267
CHN,cassandra,99
CHN,clojure,197
CHN,cobol,1
CHN,cocoa,646
CHN,coffeescript,138
CHN,common-lisp,63
CHN,crystal-reports,9
CHN,css,2722
CHN,cuda,91
CHN,cython,23
CHN,d,18
CHN,d3.js,122
CHN,dart,37
CHN,delphi,353
CHN,django,1920
CHN,elisp,92
CHN,erlang,429
CHN,f#,63
CHN,flash,605
CHN,flex,277
CHN,fortran,34
CHN,go,702
CHN,grails,104
CHN,groovy,77
CHN,gruntjs,72
CHN,haskell,380
CHN,html,4135
CHN,ios,10160
CHN,iphone,3564
CHN,java,11707
CHN,javascript,12372
CHN,jquery,5749
CHN,json,1848
CHN,julia-lang,64
CHN,jython,18
CHN,latex,54
CHN,lisp,98
CHN,lua,581
CHN,magento,88
CHN,mapreduce,158
CHN,matlab,332
CHN,mongodb,1174
CHN,mono,243
CHN,ms-access,42
CHN,mysql,3102
CHN,node.js,2118
CHN,nosql,96
CHN,objective-c,4938
CHN,opencv,443
CHN,opengl,256
CHN,pascal,9
CHN,perl,698
CHN,php,6172
CHN,postgresql,412
CHN,postscript,8
CHN,powershell,126
CHN,python,12097
CHN,qt,848
CHN,r,798
CHN,redis,306
CHN,ruby,3031
CHN,ruby-on-rails,2976
CHN,rust,49
CHN,sass,49
CHN,scala,896
CHN,scheme,117
CHN,silverlight,176
CHN,smalltalk,4
CHN,sql,1743
CHN,sql-server,626
CHN,sqlite,401
CHN,svg,112
CHN,swift,2251
CHN,tcl,45
CHN,tsql,115
CHN,typescript,113
CHN,vb.net,216
CHN,vb6,22
CHN,vba,74
CHN,vbscript,42
CHN,winapi,397
CHN,wolfram-mathematica,52
CHN,wpf,832
CHN,xaml,304
CHN,xml,931
CHN,xna,19
CHN,xpath,119
CHN,xslt,41
COL,actionscript-3,45
COL,android,1614
COL,angularjs,550
COL,apache-spark,2
COL,asp.net,477
COL,assembly,6
COL,awk,74
COL,bash,115
COL,blackberry,9
COL,c,117
COL,c#,1654
COL,c++,337
COL,cassandra,7
COL,clojure,49
COL,cocoa,35
COL,coffeescript,38
COL,common-lisp,16
COL,crystal-reports,9
COL,css,1456
COL,cuda,7
COL,cython,2
COL,d,10
COL,d3.js,43
COL,dart,14
COL,delphi,47
COL,django,969
COL,elisp,9
COL,erlang,10
COL,f#,35
COL,flash,50
COL,flex,32
COL,fortran,1
COL,go,36
COL,grails,21
COL,groovy,6
COL,gruntjs,22
COL,haskell,55
COL,html,1515
COL,ios,667
COL,iphone,265
COL,java,2843
COL,javascript,2808
COL,jquery,1829
COL,json,306
COL,julia-lang,3
COL,jython,5
COL,latex,4
COL,lisp,183
COL,lua,2
COL,magento,15
COL,mapreduce,3
COL,matlab,102
COL,mongodb,166
COL,mono,20
COL,ms-access,44
COL,mysql,831
COL,node.js,432
COL,nosql,27
COL,objective-c,372
COL,opencv,65
COL,opengl,19
COL,perl,42
COL,php,1785
COL,postgresql,160
COL,powershell,43
COL,python,2223
COL,qt,72
COL,r,155
COL,redis,23
COL,ruby,643
COL,ruby-on-rails,980
COL,rust,3
COL,sass,22
COL,scala,139
COL,scheme,1227
COL,silverlight,68
COL,smalltalk,2
COL,sql,852
COL,sql-server,327
COL,sqlite,92
COL,svg,29
COL,swift,179
COL,tcl,1
COL,tsql,76
COL,typescript,22
COL,vb.net,176
COL,vb6,25
COL,vba,200
COL,vbscript,33
COL,winapi,5
COL,wolfram-mathematica,1
COL,wpf,190
COL,xaml,57
COL,xml,177
COL,xna,3
COL,xpath,21
COL,xslt,16
CRI,actionscript-3,21
CRI,android,439
CRI,angularjs,549
CRI,apache-spark,1
CRI,asp.net,304
CRI,assembly,158
CRI,awk,6
CRI,bash,47
CRI,blackberry,1
CRI,c,94
CRI,c#,628
CRI,c++,162
CRI,cassandra,2
CRI,clojure,2
CRI,cocoa,28
CRI,coffeescript,6
CRI,common-lisp,2
CRI,crystal-reports,4
CRI,css,335
CRI,cuda,1
CRI,d3.js,5
CRI,delphi,9
CRI,django,72
CRI,elisp,6
CRI,erlang,20
CRI,flash,17
CRI,flex,14
CRI,fortran,1
CRI,go,3
CRI,grails,12
CRI,groovy,6
CRI,gruntjs,14
CRI,haskell,13
CRI,html,526
CRI,ios,188
CRI,iphone,330
CRI,java,1198
CRI,javascript,1451
CRI,jquery,625
CRI,json,169
CRI,jython,5
CRI,latex,1
CRI,lisp,2
CRI,lua,3
CRI,magento,8
CRI,matlab,10
CRI,mongodb,55
CRI,mono,1
CRI,ms-access,8
CRI,mysql,257
CRI,node.js,192
CRI,nosql,4
CRI,objective-c,235
CRI,opencv,2
CRI,opengl,2
CRI,pascal,3
CRI,perl,42
CRI,php,910
CRI,postgresql,40
CRI,powershell,15
CRI,python,418
CRI,qt,19
CRI,r,43
CRI,redis,17
CRI,ruby,89
CRI,ruby-on-rails,111
CRI,sass,12
CRI,scala,18
CRI,scheme,2
CRI,silverlight,15
CRI,sql,180
CRI,sql-server,77
CRI,sqlite,21
CRI,svg,8
CRI,swift,13
CRI,tcl,1
CRI,tsql,17
CRI,typescript,5
CRI,vb.net,95
CRI,vb6,12
CRI,vba,73
CRI,vbscript,5
CRI,winapi,5
CRI,wolfram-mathematica,1
CRI,wpf,45
CRI,xaml,10
CRI,xml,87
CRI,xna,1
CRI,xpath,5
CRI,xslt,10
CUB,actionscript-3,1
CUB,android,287
CUB,angularjs,119
CUB,apache-spark,2
CUB,asp.net,63
CUB,assembly,11
CUB,awk,2
CUB,bash,15
CUB,c,50
CUB,c#,990
CUB,c++,292
CUB,cassandra,1
CUB,clojure,6
CUB,cocoa,2
CUB,crystal-reports,1
CUB,css,292
CUB,d3.js,4
CUB,dart,1
CUB,delphi,2
CUB,django,127
CUB,f#,11
CUB,flash,4
CUB,go,4
CUB,grails,12
CUB,groovy,5
CUB,gruntjs,6
CUB,haskell,4
CUB,html,311
CUB,ios,248
CUB,iphone,16
CUB,java,228
CUB,javascript,499
CUB,jquery,298
CUB,json,52
CUB,latex,1
CUB,lua,1
CUB,magento,38
CUB,mapreduce,1
CUB,matlab,14
CUB,mongodb,14
CUB,mono,1
CUB,ms-access,3
CUB,mysql,68
CUB,node.js,96
CUB,objective-c,39
CUB,opencv,8
CUB,perl,2
CUB,php,342
CUB,postgresql,28
CUB,powershell,1
CUB,python,262
CUB,qt,18
CUB,r,2
CUB,redis,3
CUB,ruby,59
CUB,ruby-on-rails,82
CUB,sass,5
CUB,scala,2
CUB,silverlight,19
CUB,smalltalk,1
CUB,sql,121
CUB,sql-server,36
CUB,sqlite,23
CUB,svg,6
CUB,swift,191
CUB,tsql,1
CUB,typescript,11
CUB,vb.net,28
CUB,vba,2
CUB,winapi,5
CUB,wpf,221
CUB,xaml,59
CUB,xml,30
CUB,xna,2
CUB,xpath,12
CUB,xslt,2
CYP,actionscript-3,19
CYP,android,329
CYP,angularjs,65
CYP,apache-spark,1
CYP,asp.net,252
CYP,assembly,2
CYP,awk,186
CYP,bash,355
CYP,c,456
CYP,c#,736
CYP,c++,517
CYP,cassandra,3
CYP,cocoa,3
CYP,coffeescript,3
CYP,crystal-reports,1
CYP,css,290
CYP,cuda,19
CYP,cython,1
CYP,d,1
CYP,d3.js,3
CYP,dart,4
CYP,delphi,9
CYP,django,119
CYP,f#,3
CYP,flash,29
CYP,flex,22
CYP,fortran,1
CYP,go,12
CYP,groovy,2
CYP,gruntjs,1
CYP,haskell,5
CYP,html,488
CYP,ios,204
CYP,iphone,36
CYP,java,609
CYP,javascript,1319
CYP,jquery,985
CYP,json,114
CYP,latex,2
CYP,lua,3
CYP,magento,5
CYP,matlab,21
CYP,mongodb,21
CYP,mono,7
CYP,ms-access,9
CYP,mysql,354
CYP,node.js,66
CYP,nosql,1
CYP,objective-c,56
CYP,opencv,16
CYP,opengl,5
CYP,perl,267
CYP,php,964
CYP,postgresql,25
CYP,powershell,6
CYP,python,478
CYP,qt,5
CYP,r,320
CYP,redis,4
CYP,ruby,111
CYP,ruby-on-rails,185
CYP,sass,8
CYP,scala,2
CYP,silverlight,5
CYP,sql,218
CYP,sql-server,86
CYP,sqlite,25
CYP,svg,77
CYP,swift,98
CYP,tcl,8
CYP,tsql,18
CYP,typescript,19
CYP,vb.net,89
CYP,vb6,5
CYP,vba,25
CYP,vbscript,12
CYP,winapi,22
CYP,wpf,126
CYP,xaml,68
CYP,xml,52
CYP,xna,1
CYP,xpath,4
CYP,xslt,5
CZE,actionscript-3,114
CZE,android,4725
CZE,angularjs,1799
CZE,apache-spark,21
CZE,asp.net,2152
CZE,assembly,172
CZE,awk,423
CZE,bash,1892
CZE,blackberry,10
CZE,c,1941
CZE,c#,13709
CZE,c++,6986
CZE,cassandra,34
CZE,clojure,77
CZE,cobol,1
CZE,cocoa,264
CZE,coffeescript,83
CZE,common-lisp,6
CZE,crystal-reports,10
CZE,css,2785
CZE,cuda,101
CZE,cython,10
CZE,d,10
CZE,d3.js,56
CZE,dart,65
CZE,delphi,274
CZE,django,808
CZE,elisp,22
CZE,erlang,302
CZE,f#,147
CZE,flash,97
CZE,flex,70
CZE,fortran,63
CZE,go,26
CZE,grails,267
CZE,groovy,144
CZE,gruntjs,62
CZE,haskell,181
CZE,html,3958
CZE,ios,2782
CZE,iphone,1418
CZE,java,11357
CZE,javascript,8303
CZE,jquery,4089
CZE,json,1005
CZE,julia-lang,10
CZE,jython,7
CZE,latex,48
CZE,lisp,30
CZE,lua,86
CZE,magento,179
CZE,mapreduce,42
CZE,matlab,196
CZE,mongodb,321
CZE,mono,107
CZE,ms-access,71
CZE,mysql,4231
CZE,node.js,847
CZE,nosql,46
CZE,objective-c,2119
CZE,opencv,140
CZE,opengl,165
CZE,pascal,33
CZE,perl,2241
CZE,php,8720
CZE,postgresql,1132
CZE,postscript,1
CZE,powershell,570
CZE,python,4101
CZE,qt,563
CZE,r,347
CZE,redis,71
CZE,ruby,1422
CZE,ruby-on-rails,1581
CZE,rust,19
CZE,sass,50
CZE,scala,572
CZE,scheme,20
CZE,silverlight,248
CZE,smalltalk,34
CZE,sql,3361
CZE,sql-server,2122
CZE,sqlite,281
CZE,svg,162
CZE,swift,1006
CZE,tcl,6
CZE,tsql,474
CZE,typescript,402
CZE,vb.net,422
CZE,vb6,34
CZE,vba,451
CZE,vbscript,181
CZE,winapi,294
CZE,wolfram-mathematica,13
CZE,wpf,1359
CZE,xaml,578
CZE,xml,1486
CZE,xna,79
CZE,xpath,432
CZE,xslt,252
DEU,actionscript-3,2994
DEU,android,55056
DEU,angularjs,9330
DEU,apache-spark,522
DEU,asp.net,11846
DEU,assembly,1595
DEU,awk,2304
DEU,bash,7965
DEU,blackberry,410
DEU,c,21877
DEU,c#,83228
DEU,c++,56649
DEU,cassandra,331
DEU,clojure,1482
DEU,cobol,50
DEU,cocoa,3524
DEU,coffeescript,682
DEU,common-lisp,468
DEU,crystal-reports,189
DEU,css,25994
DEU,cuda,633
DEU,cython,204
DEU,d,238
DEU,d3.js,1006
DEU,dart,442
DEU,delphi,5639
DEU,django,6304
DEU,elisp,430
DEU,erlang,618
DEU,f#,646
DEU,flash,2325
DEU,flex,2034
DEU,fortran,517
DEU,go,1165
DEU,grails,2356
DEU,groovy,1521
DEU,gruntjs,545
DEU,haskell,5854
DEU,html,35915
DEU,ios,32151
DEU,iphone,18586
DEU,java,117165
DEU,javascript,82454
DEU,jquery,46126
DEU,json,11022
DEU,julia-lang,49
DEU,jython,173
DEU,latex,991
DEU,lisp,689
DEU,lua,878
DEU,magento,2561
DEU,mapreduce,353
DEU,matlab,5500
DEU,mongodb,3679
DEU,mono,584
DEU,ms-access,1547
DEU,mysql,29463
DEU,node.js,7716
DEU,nosql,522
DEU,objective-c,23960
DEU,opencv,2448
DEU,opengl,5919
DEU,pascal,202
DEU,perl,5744
DEU,php,89975
DEU,postgresql,4993
DEU,postscript,120
DEU,powershell,2499
DEU,python,48433
DEU,qt,6914
DEU,r,10201
DEU,redis,444
DEU,ruby,17361
DEU,ruby-on-rails,15856
DEU,rust,508
DEU,sass,628
DEU,scala,6786
DEU,scheme,296
DEU,silverlight,1576
DEU,smalltalk,151
DEU,sql,23349
DEU,sql-server,7922
DEU,sqlite,6478
DEU,svg,1519
DEU,swift,8106
DEU,tcl,322
DEU,tsql,1911
DEU,typescript,919
DEU,vb.net,5561
DEU,vb6,359
DEU,vba,2747
DEU,vbscript,597
DEU,winapi,2475
DEU,wolfram-mathematica,186
DEU,wpf,13594
DEU,xaml,3905
DEU,xml,14104
DEU,xna,447
DEU,xpath,3288
DEU,xslt,5065
DNK,actionscript-3,314
DNK,android,5600
DNK,angularjs,1278
DNK,apache-spark,152
DNK,asp.net,4942
DNK,assembly,129
DNK,awk,317
DNK,bash,785
DNK,blackberry,17
DNK,c,1470
DNK,c#,20027
DNK,c++,4130
DNK,cassandra,36
DNK,clojure,304
DNK,cobol,6
DNK,cocoa,458
DNK,coffeescript,69
DNK,common-lisp,23
DNK,crystal-reports,15
DNK,css,4505
DNK,cuda,30
DNK,cython,11
DNK,d,68
DNK,d3.js,59
DNK,dart,104
DNK,delphi,465
DNK,django,651
DNK,elisp,20
DNK,erlang,294
DNK,f#,1119
DNK,flash,322
DNK,flex,96
DNK,fortran,26
DNK,go,67
DNK,grails,162
DNK,groovy,82
DNK,gruntjs,68
DNK,haskell,229
DNK,html,5936
DNK,ios,3186
DNK,iphone,2148
DNK,java,10011
DNK,javascript,11859
DNK,jquery,8638
DNK,json,1487
DNK,julia-lang,5
DNK,jython,2
DNK,latex,79
DNK,lisp,103
DNK,lua,78
DNK,magento,237
DNK,mapreduce,36
DNK,matlab,598
DNK,mongodb,306
DNK,mono,143
DNK,ms-access,149
DNK,mysql,4568
DNK,node.js,831
DNK,nosql,64
DNK,objective-c,2158
DNK,opencv,165
DNK,opengl,177
DNK,pascal,6
DNK,perl,344
DNK,php,10657
DNK,postgresql,317
DNK,postscript,4
DNK,powershell,234
DNK,python,3753
DNK,qt,222
DNK,r,1337
DNK,redis,39
DNK,ruby,1141
DNK,ruby-on-rails,1446
DNK,rust,7
DNK,sass,85
DNK,scala,365
DNK,scheme,401
DNK,silverlight,452
DNK,smalltalk,3
DNK,sql,4475
DNK,sql-server,2911
DNK,sqlite,378
DNK,svg,111
DNK,swift,659
DNK,tcl,16
DNK,tsql,1053
DNK,typescript,171
DNK,vb.net,788
DNK,vb6,41
DNK,vba,769
DNK,vbscript,122
DNK,winapi,162
DNK,wolfram-mathematica,35
DNK,wpf,1932
DNK,xaml,517
DNK,xml,1380
DNK,xna,126
DNK,xpath,251
DNK,xslt,256
DOM,actionscript-3,6
DOM,android,491
DOM,angularjs,94
DOM,asp.net,279
DOM,assembly,2
DOM,awk,2
DOM,bash,13
DOM,blackberry,7
DOM,c,41
DOM,c#,652
DOM,c++,70
DOM,cocoa,5
DOM,coffeescript,5
DOM,crystal-reports,12
DOM,css,181
DOM,cuda,1
DOM,cython,1
DOM,d3.js,2
DOM,delphi,7
DOM,django,185
DOM,f#,9
DOM,flash,10
DOM,flex,4
DOM,go,7
DOM,grails,8
DOM,groovy,3
DOM,gruntjs,7
DOM,haskell,1
DOM,html,302
DOM,ios,122
DOM,iphone,43
DOM,java,357
DOM,javascript,711
DOM,jquery,487
DOM,json,106
DOM,jython,3
DOM,lisp,1
DOM,lua,1
DOM,magento,58
DOM,mapreduce,1
DOM,matlab,1
DOM,mongodb,28
DOM,mono,9
DOM,ms-access,9
DOM,mysql,266
DOM,node.js,67
DOM,nosql,3
DOM,objective-c,30
DOM,opencv,4
DOM,opengl,6
DOM,perl,36
DOM,php,651
DOM,postgresql,25
DOM,powershell,4
DOM,python,237
DOM,qt,13
DOM,r,2
DOM,redis,5
DOM,ruby,217
DOM,ruby-on-rails,195
DOM,rust,3
DOM,sass,6
DOM,scala,6
DOM,silverlight,7
DOM,sql,341
DOM,sql-server,149
DOM,sqlite,38
DOM,svg,2
DOM,swift,31
DOM,tsql,36
DOM,typescript,2
DOM,vb.net,89
DOM,vb6,6
DOM,vba,15
DOM,vbscript,7
DOM,winapi,3
DOM,wpf,32
DOM,xaml,12
DOM,xml,63
DOM,xna,2
DOM,xpath,4
DOM,xslt,5
DZA,actionscript-3,5
DZA,android,396
DZA,angularjs,25
DZA,apache-spark,3
DZA,asp.net,43
DZA,assembly,5
DZA,awk,3
DZA,bash,27
DZA,c,273
DZA,c#,950
DZA,c++,138
DZA,cassandra,2
DZA,cocoa,6
DZA,common-lisp,1
DZA,crystal-reports,11
DZA,css,202
DZA,cuda,1
DZA,dart,1
DZA,delphi,94
DZA,django,81
DZA,elisp,1
DZA,flash,9
DZA,flex,3
DZA,fortran,1
DZA,go,48
DZA,grails,3
DZA,groovy,2
DZA,gruntjs,2
DZA,html,263
DZA,ios,36
DZA,iphone,18
DZA,java,724
DZA,javascript,418
DZA,jquery,263
DZA,json,64
DZA,jython,2
DZA,latex,3
DZA,lisp,3
DZA,lua,4
DZA,mapreduce,13
DZA,matlab,9
DZA,mongodb,25
DZA,mono,2
DZA,ms-access,5
DZA,mysql,270
DZA,node.js,54
DZA,nosql,4
DZA,objective-c,22
DZA,opencv,31
DZA,opengl,1
DZA,perl,7
DZA,php,576
DZA,postgresql,187
DZA,powershell,11
DZA,python,828
DZA,qt,58
DZA,r,3
DZA,redis,4
DZA,ruby,25
DZA,ruby-on-rails,23
DZA,rust,4
DZA,sass,3
DZA,scala,9
DZA,silverlight,53
DZA,sql,218
DZA,sql-server,61
DZA,sqlite,26
DZA,svg,5
DZA,tsql,8
DZA,typescript,2
DZA,vb.net,48
DZA,vb6,16
DZA,vba,12
DZA,vbscript,5
DZA,winapi,44
DZA,wpf,484
DZA,xaml,200
DZA,xml,91
DZA,xna,3
DZA,xpath,25
DZA,xslt,2
ECU,actionscript-3,8
ECU,android,255
ECU,angularjs,88
ECU,asp.net,119
ECU,assembly,2
ECU,awk,1
ECU,bash,15
ECU,blackberry,2
ECU,c,15
ECU,c#,208
ECU,c++,50
ECU,cassandra,2
ECU,cocoa,20
ECU,coffeescript,2
ECU,crystal-reports,1
ECU,css,161
ECU,d3.js,2
ECU,delphi,18
ECU,django,444
ECU,f#,4
ECU,flash,9
ECU,flex,5
ECU,go,1
ECU,grails,5
ECU,groovy,2
ECU,gruntjs,1
ECU,haskell,17
ECU,html,218
ECU,ios,118
ECU,iphone,27
ECU,java,411
ECU,javascript,464
ECU,jquery,457
ECU,json,70
ECU,latex,2
ECU,lua,1
ECU,magento,5
ECU,matlab,17
ECU,mongodb,14
ECU,mysql,245
ECU,node.js,84
ECU,nosql,1
ECU,objective-c,68
ECU,opencv,4
ECU,opengl,1
ECU,php,556
ECU,postgresql,30
ECU,postscript,1
ECU,powershell,1
ECU,python,300
ECU,qt,38
ECU,r,31
ECU,redis,8
ECU,ruby,36
ECU,ruby-on-rails,53
ECU,sass,1
ECU,scala,1
ECU,silverlight,13
ECU,sql,102
ECU,sql-server,33
ECU,sqlite,10
ECU,svg,1
ECU,swift,26
ECU,tsql,2
ECU,vb.net,12
ECU,vb6,1
ECU,vba,3
ECU,winapi,3
ECU,wpf,21
ECU,xaml,4
ECU,xml,44
ECU,xna,5
ECU,xpath,5
ECU,xslt,4
EST,actionscript-3,87
EST,android,615
EST,angularjs,259
EST,apache-spark,10
EST,asp.net,165
EST,assembly,18
EST,awk,26
EST,bash,254
EST,blackberry,8
EST,c,174
EST,c#,1134
EST,c++,496
EST,cassandra,3
EST,clojure,6
EST,cocoa,23
EST,coffeescript,15
EST,common-lisp,1
EST,css,743
EST,cython,2
EST,d,3
EST,d3.js,11
EST,dart,20
EST,delphi,350
EST,django,304
EST,elisp,1
EST,erlang,3
EST,f#,9
EST,flash,68
EST,flex,30
EST,fortran,1
EST,go,29
EST,grails,42
EST,groovy,21
EST,gruntjs,10
EST,haskell,128
EST,html,1107
EST,ios,373
EST,iphone,165
EST,java,2576
EST,javascript,2248
EST,jquery,1329
EST,json,340
EST,jython,4
EST,latex,9
EST,lisp,2
EST,lua,2
EST,magento,548
EST,mapreduce,3
EST,matlab,7
EST,mongodb,72
EST,mono,7
EST,ms-access,18
EST,mysql,980
EST,node.js,226
EST,nosql,17
EST,objective-c,164
EST,opencv,24
EST,opengl,2
EST,pascal,12
EST,perl,134
EST,php,3111
EST,postgresql,204
EST,postscript,1
EST,powershell,32
EST,python,980
EST,qt,61
EST,r,117
EST,redis,15
EST,ruby,404
EST,ruby-on-rails,558
EST,rust,7
EST,sass,13
EST,scala,223
EST,scheme,2
EST,silverlight,64
EST,sql,523
EST,sql-server,110
EST,sqlite,58
EST,svg,27
EST,swift,153
EST,tcl,2
EST,tsql,26
EST,typescript,12
EST,vb.net,46
EST,vb6,3
EST,vba,36
EST,vbscript,6
EST,winapi,65
EST,wolfram-mathematica,11
EST,wpf,90
EST,xaml,30
EST,xml,201
EST,xna,9
EST,xpath,18
EST,xslt,26
EGY,actionscript-3,114
EGY,android,4868
EGY,angularjs,663
EGY,apache-spark,25
EGY,asp.net,2417
EGY,assembly,77
EGY,awk,6
EGY,bash,68
EGY,blackberry,58
EGY,c,697
EGY,c#,4743
EGY,c++,1199
EGY,cassandra,10
EGY,clojure,18
